mocha_sample_id	batch_id	green_idat	red_idat	other_id	study	broad_id_number		Comstock id	sample_type	breed	sex (annotation)	health_status	Cancer	Age	Age in DB	Age at death	date_of_birth	date_of_death	date_in_database												
GSM5799360	A	203286220002_R03C02_Grn.idat	203286220002_R03C02_Red.idat.gz	34750	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799361	A	203286220002_R04C02_Grn.idat	203286220002_R04C02_Red.idat.gz	34751	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799362	A	203286220002_R05C02_Grn.idat	203286220002_R05C02_Red.idat.gz	34752	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799363	A	203286220002_R06C02_Grn.idat	203286220002_R06C02_Red.idat.gz	34753	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799364	A	203286220003_R01C01_Grn.idat	203286220003_R01C01_Red.idat.gz	34754	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799365	A	203286220003_R01C02_Grn.idat	203286220003_R01C02_Red.idat.gz	34788	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799366	A	203286220003_R02C01_Grn.idat	203286220003_R02C01_Red.idat.gz	34757	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799367	A	203286220003_R02C02_Grn.idat	203286220003_R02C02_Red.idat.gz	34789	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799368	A	203286220003_R03C01_Grn.idat	203286220003_R03C01_Red.idat.gz	34758	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799369	A	203286220003_R03C02_Grn.idat	203286220003_R03C02_Red.idat.gz	34790	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799370	A	203286220003_R04C01_Grn.idat	203286220003_R04C01_Red.idat.gz	34759	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799371	A	203286220003_R04C02_Grn.idat	203286220003_R04C02_Red.idat.gz	34791	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799372	A	203286220003_R05C01_Grn.idat	203286220003_R05C01_Red.idat.gz	34786	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799373	A	203286220003_R05C02_Grn.idat	203286220003_R05C02_Red.idat.gz	34795	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799374	A	203286220003_R06C01_Grn.idat	203286220003_R06C01_Red.idat.gz	34787	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799375	A	203286220003_R06C02_Grn.idat	203286220003_R06C02_Red.idat.gz	34796	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799376	A	203307590006_R01C01_Grn.idat	203307590006_R01C01_Red.idat.gz	34797	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799377	A	203307590006_R01C02_Grn.idat	203307590006_R01C02_Red.idat.gz	34804	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799378	A	203307590006_R02C01_Grn.idat	203307590006_R02C01_Red.idat.gz	34798	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799379	A	203307590006_R02C02_Grn.idat	203307590006_R02C02_Red.idat.gz	34805	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799380	A	203307590006_R03C01_Grn.idat	203307590006_R03C01_Red.idat.gz	34799	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799381	A	203307590006_R03C02_Grn.idat	203307590006_R03C02_Red.idat.gz	34806	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799382	A	203307590006_R04C01_Grn.idat	203307590006_R04C01_Red.idat.gz	34801	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799383	A	203307590006_R04C02_Grn.idat	203307590006_R04C02_Red.idat.gz	34810	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799384	A	203307590006_R05C01_Grn.idat	203307590006_R05C01_Red.idat.gz	34802	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799385	A	203307590006_R05C02_Grn.idat	203307590006_R05C02_Red.idat.gz	34812	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799386	A	203307590006_R06C01_Grn.idat	203307590006_R06C01_Red.idat.gz	34803	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799387	A	203307590006_R06C02_Grn.idat	203307590006_R06C02_Red.idat.gz	34813	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799388	A	203307590014_R01C01_Grn.idat	203307590014_R01C01_Red.idat.gz	34814	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799389	A	203307590014_R01C02_Grn.idat	203307590014_R01C02_Red.idat.gz	34830	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799390	A	203307590014_R02C01_Grn.idat	203307590014_R02C01_Red.idat.gz	34815	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799391	A	203307590014_R02C02_Grn.idat	203307590014_R02C02_Red.idat.gz	34831	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799392	A	203307590014_R03C01_Grn.idat	203307590014_R03C01_Red.idat.gz	34816	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799393	A	203307590014_R03C02_Grn.idat	203307590014_R03C02_Red.idat.gz	34833	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799394	A	203307590014_R04C01_Grn.idat	203307590014_R04C01_Red.idat.gz	34817	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799395	A	203307590014_R04C02_Grn.idat	203307590014_R04C02_Red.idat.gz	34834	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799396	A	203307590014_R05C01_Grn.idat	203307590014_R05C01_Red.idat.gz	34818	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799397	A	203307590014_R05C02_Grn.idat	203307590014_R05C02_Red.idat.gz	34835	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799398	A	203307590014_R06C01_Grn.idat	203307590014_R06C01_Red.idat.gz	34829	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799399	A	203307590014_R06C02_Grn.idat	203307590014_R06C02_Red.idat.gz	34836	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799400	A	203307590015_R01C01_Grn.idat	203307590015_R01C01_Red.idat.gz	34837	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799401	A	203307590015_R01C02_Grn.idat	203307590015_R01C02_Red.idat.gz	34844	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799402	A	203307590015_R02C01_Grn.idat	203307590015_R02C01_Red.idat.gz	34838	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799403	A	203307590015_R02C02_Grn.idat	203307590015_R02C02_Red.idat.gz	34845	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799404	A	203307590015_R03C01_Grn.idat	203307590015_R03C01_Red.idat.gz	34839	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799405	A	203307590015_R03C02_Grn.idat	203307590015_R03C02_Red.idat.gz	34846	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799406	A	203307590015_R04C01_Grn.idat	203307590015_R04C01_Red.idat.gz	34841	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799407	A	203307590015_R04C02_Grn.idat	203307590015_R04C02_Red.idat.gz	34847	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799408	A	203307590015_R05C01_Grn.idat	203307590015_R05C01_Red.idat.gz	34842	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799409	A	203307590015_R05C02_Grn.idat	203307590015_R05C02_Red.idat.gz	34848	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799410	A	203307590015_R06C01_Grn.idat	203307590015_R06C01_Red.idat.gz	34843	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM5799411	A	203307590015_R06C02_Grn.idat	203307590015_R06C02_Red.idat.gz	34849	Comparison of SNP profiles of the Patagonain Sheepdog with European breeds confirms Scottish origin and position basal to modern herding breeds.	NA			Blood	Patagonian Ovejero Dog	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
